Domain,blzpack_comp,bsc_comp,bzip2_comp,GeCo3_comp,gzip_comp,JARVIS_comp,lizard_comp,lz4_comp,lzop_comp,mbgc_comp,MFCompress_comp,naf_comp,NUHT_comp,snzip_comp,zip_comp,xz_comp,zstd_comp
archaea,0.3170611241704003,0.2560606104093537,0.28231121673349385,0.23586510313881703,0.3028164533649435,0.2340028373212378,0.2811275093687245,0.3922190076279643,0.37270709018946013,0.24115747397948592,0.23649756097796026,0.2415172023845401,0.25924148012931086,0.47934527516831177,0.2928184433518651,0.26649560432936964,0.2998592179925433
archaea,0.3073496190925413,0.24498172762476325,0.2735606591722927,0.22592115333136153,0.2961517856844172,0.22581175298563708,0.2740665126883928,0.38088380279502587,0.365194219554285,0.2302687260185529,0.2276774973376238,0.23784601503558178,0.24738435261502612,0.4750322938605106,0.28331620074140873,0.2601745373841758,0.2930992213631235
archaea,0.32306013515780213,0.25908848624007097,0.2836645805299707,0.24083313089072542,0.30517297291252765,0.24144376711506524,0.28425678118674963,0.397567923691381,0.37754678897714694,0.2483552570271993,0.24196707748835058,0.24669141080740573,0.2585857446911611,0.48252518833005936,0.29566281744005307,0.2733124843912494,0.3029542006642339
archaea,0.31561285408380224,0.25423664690111253,0.2814540083047275,0.23411993759186905,0.3008353489826751,0.23455694784542444,0.28066120024246644,0.3906853880345674,0.37100348650586873,0.24194391828780362,0.23591753321620962,0.2412133242198239,0.2555675219409421,0.478661440691147,0.2899424352406967,0.2670073303218397,0.29827574755578873
archaea,0.3080054294646966,0.24609548846238752,0.2729142050618089,0.22820769801027538,0.29655066330095087,0.22793544437527608,0.27416220399491,0.38156235018834905,0.36524591969261994,0.23088434906790317,0.22928915278416076,0.23616378110588718,0.2559243956639046,0.4735798550088428,0.2841903970005592,0.2597615945693229,0.2932906102287922
archaea,0.3029026154403575,0.2410355382214908,0.26882924306064715,0.22191421294089425,0.29214818917445096,0.22213457870467082,0.2695563303562606,0.37488364773352495,0.3611577401248492,0.2265721737836232,0.2259490749833065,0.23534022439670663,0.24825273359204303,0.47132610475180825,0.2793247359733759,0.25495755200931064,0.2894646148816226
archaea,0.2997667774650621,0.23834615197981365,0.2687439343944099,0.21996825164720912,0.2915448490877329,0.2196463689525398,0.26722965595885095,0.3729947107919255,0.3586904964091615,0.2235548694681677,0.22217467906837504,0.2310143512228261,0.24933854571040373,0.4696061602290373,0.27872306871118013,0.252540275621118,0.2877122961956522
archaea,0.3216527979833139,0.25861598771106725,0.28362969772517893,0.24037932778194987,0.30398795303787135,0.24081764780985757,0.28346954095996874,0.39659475974997693,0.3758502440035423,0.2485826374199588,0.24067182191981257,0.2457469205771197,0.25696781096939963,0.48169799888336523,0.2939412150295472,0.27296266215252674,0.30210722668975304
archaea,0.31713741246743404,0.2562534510726781,0.2823272149026207,0.23630087550471862,0.30297304094803623,0.23466010780108257,0.28118660108057647,0.3921516224157819,0.37262779766560733,0.24166409352460647,0.23677218651568313,0.24224704740896924,0.25867618164489875,0.4794419869015536,0.29301820257396927,0.26699812872518985,0.2998747711017136
archaea,0.32062929866883233,0.25743050452975735,0.2829132511793905,0.23855352477831845,0.3032441517212011,0.23941922742229046,0.2824914132193971,0.3962227500012224,0.37492015527548594,0.24598264908015766,0.23867248716773848,0.24264395053694326,0.25726825916052914,0.4820025434739801,0.2924119396589469,0.2715800787579028,0.30120074908464717
archaea,0.31728898563078034,0.2550687338153349,0.2808066783239658,0.23651026383520168,0.3022852413638913,0.236818703689752,0.28119412578831265,0.39315818590745594,0.37290992735677625,0.2448039166492527,0.23633506317977226,0.2411371392530648,0.2570942583461583,0.48008551791245846,0.29111214571581556,0.2695719721774611,0.2995261072899193
archaea,0.3176505230726848,0.25665817250411943,0.28240302810101353,0.2363035877570046,0.3030474037988069,0.23461961972810227,0.28201580111009755,0.3928165996457096,0.3730061792338575,0.24164978844241047,0.23690800590033806,0.2418833427738946,0.25874282646186975,0.4796313449121934,0.2930265877126527,0.2670174901038087,0.30013699355371304
archaea,0.3077542103102912,0.24520310646728222,0.2739117507328251,0.2269484475235751,0.29651540467779935,0.22649282039200314,0.27421015947092237,0.38143396710178323,0.3652587591582934,0.23114207595525807,0.22774611345046025,0.23849402697744268,0.2472539932367868,0.4753190657328735,0.28349207169997104,0.2603309212858077,0.29350734764187075
archaea,0.29896736137431085,0.2407253074463474,0.2718060234984704,0.21997824049935238,0.29030096552706136,0.22003723670286696,0.26767567839217027,0.3739401921840679,0.3580815515439848,0.22586758186877962,0.22336968676410615,0.22834160100342782,0.25099358618653456,0.46919464028829705,0.27832034726308363,0.2529969867849896,0.28638054036849586
archaea,0.31703521043417227,0.25299643733089566,0.2790767667451569,0.23499390257445135,0.3013485498345175,0.2344484657782314,0.28090401198166837,0.3900561538681282,0.37271925922600707,0.24174985002509783,0.2367932406593446,0.2460052603441873,0.2571120751221224,0.479717679898466,0.2906957407127787,0.2684632367644598,0.2993080749752082
archaea,0.3071538576097585,0.24463834439509718,0.2728158259610689,0.22589795347589378,0.29547089172555435,0.22589327751009497,0.2743206799377047,0.3799467673058207,0.3647553616556049,0.23084991058615997,0.22720922776709748,0.23769477382165952,0.24772453610437348,0.47451503526334077,0.28263807193975504,0.260297599737704,0.2926412813713278
archaea,0.3014490245991061,0.24035273968585405,0.2702232923152721,0.22101460407269852,0.2927431463863831,0.22046723845244973,0.26951095053198354,0.3749296162914824,0.3602648773563879,0.2255205461775781,0.22290717101316931,0.23325894166363625,0.24974251293300645,0.4718998909052518,0.279803101575422,0.2544816826398583,0.28866998252137904
archaea,0.31698009757992357,0.2554925172607128,0.2820962140124578,0.23604018553401795,0.3017244927686235,0.23647930971623018,0.2814304422347073,0.3922326892344384,0.3719897904337467,0.24326885151171354,0.23628296826375333,0.2412379678535334,0.2559668696617871,0.4801932896119222,0.29080040074186,0.2684123261290646,0.2990957732283817
archaea,0.30352031613728747,0.243648477124754,0.2738972194101717,0.22195395293565157,0.2926325417910678,0.22222323401371252,0.2707458671421744,0.37856181172565123,0.36131544869192544,0.23043476585182862,0.2228781551162873,0.22996328347011033,0.2537346029527387,0.473446677526606,0.2799969424303311,0.2577762475655065,0.2898197061649854
archaea,0.3187706982468666,0.25505948688517976,0.280446545528722,0.2369849669142638,0.30222123443183574,0.23651946995001302,0.2834606593450087,0.3919581007733942,0.37372499560441735,0.24619981900094307,0.23838061511719916,0.24635889723013596,0.2565490375767134,0.48088663659149394,0.29199988735130183,0.27079224763837334,0.30039678220515914
archaea,0.310719754366604,0.24899650535016823,0.27579622343968374,0.22664969455394213,0.29872242465794246,0.2226767880822045,0.2761832524444611,0.3850477351590321,0.3680913471969059,0.2321857040710554,0.22854873880683202,0.23770907680769973,0.25021643443977315,0.4767333689043169,0.28660987836963414,0.2586712814038732,0.29534830617391933
archaea,0.303065468558816,0.24108774907179775,0.26943736475627394,0.22207183400445238,0.2922188340675916,0.22165113251725094,0.2697633065191097,0.37489949620806856,0.36125293355209137,0.22645634834850584,0.2261528622761103,0.23491894294860519,0.24816608211598098,0.4715563216084753,0.27936684974084736,0.2559249596079186,0.2894850699463705
archaea,0.32008071434207236,0.2565388745542217,0.28192382611946104,0.23870553492402352,0.3023391155109306,0.23824366314756265,0.2833177489293766,0.393716323557967,0.3746339623612862,0.24615076413941914,0.24044263448540543,0.2461216657909183,0.2571639294633649,0.4811798037316394,0.29295993437203244,0.2712749497354009,0.30094575228464004
archaea,0.31561576315229617,0.25505738357632984,0.2811358260773283,0.23146104968645634,0.30176055688235576,0.23097946127673105,0.27751185676546813,0.3922448867318085,0.37211911326958425,0.24356082143768656,0.2302176906604022,0.23481531440405934,0.2560709668456251,0.4801090811977344,0.28984721041758865,0.2651068649636193,0.2994548377448521
archaea,0.3202338269176008,0.256211330865412,0.28055239155384126,0.23832233057313496,0.3041559342290335,0.2375799965469018,0.2823712431075099,0.3941007727355096,0.37539073623443525,0.2426326399855031,0.23796829762339183,0.2440585980308404,0.2612890142984114,0.48155288125501566,0.29369504344749625,0.26994183989576054,0.3012686927783099
archaea,0.31307990483707837,0.2508074135284216,0.27682731038898906,0.22966929220030613,0.29946820175945915,0.22567271179046502,0.27858066223547734,0.387537580748293,0.3696326270759055,0.23440615246240074,0.22969069387605157,0.23839181695110362,0.2488723230801547,0.47794235629094095,0.2873464961186224,0.261029191994248,0.29712281143324576
archaea,0.30719913803571847,0.2452662268078135,0.2734608845892461,0.22698263159821017,0.29753612644415234,0.22654452440563413,0.2734395804794703,0.3806554422413628,0.36504964922783256,0.2303064809232349,0.22754954081503923,0.23767237687822357,0.25226462686916934,0.47440337840572827,0.28492329455275217,0.2594680789871174,0.2933131192838411
archaea,0.3144838819442885,0.2546059195977064,0.2807551180562872,0.2313634569677495,0.30064352465193994,0.2298529806984335,0.27770158581010007,0.3900532633672282,0.3704003417699145,0.24248563915752794,0.23001650482663005,0.23416420961964854,0.2559920568434301,0.47922924435800396,0.28846941084417055,0.2643028348593798,0.2982449170649472
archaea,0.3073045824975906,0.2464742297878788,0.27421994382538556,0.2223552513722698,0.2968628544171107,0.21987873498541605,0.27268322811461654,0.3823589119190846,0.3659778626745477,0.2304839940001175,0.22328071083015458,0.23441186203899378,0.2477793607398736,0.47604367947127,0.2842486299413916,0.2555171496339214,0.29382049754204875
archaea,0.3136780616409883,0.25098682014090967,0.2770469275355451,0.23236997954740585,0.30019040685464676,0.2312066550283278,0.2787676971755599,0.38790184138936695,0.36990623970155234,0.23641768026725885,0.23322733217497907,0.24059629223575127,0.25028787190185,0.4775963934701649,0.2883957360926532,0.2642692059991083,0.2974547083695013
archaea,0.3024014220940663,0.23956386930824464,0.2694734456427207,0.22156113022397025,0.29201478344330806,0.22127962228160253,0.26930906380172603,0.3743872885324552,0.3608667455808727,0.2249065795060626,0.22329021597920293,0.23609683237284643,0.24644032761683193,0.47189821432716084,0.2787397210150715,0.2551413697485531,0.28894395589542365
archaea,0.3202204153186152,0.25740596895799783,0.28250867622536097,0.23838542646189315,0.3026492773969186,0.23930772807571804,0.2822098185653407,0.39561405227826635,0.37431454256516966,0.24621907201801518,0.23838382485258888,0.24326434516768097,0.2574162129612474,0.48129311389193735,0.29172694297564244,0.2712255747331214,0.30109397046876557
archaea,0.30799512707036797,0.24601761864047145,0.27437875896035807,0.22698998401797998,0.2973793631116509,0.22686335704012883,0.2745684708282726,0.38199085620153983,0.36563774544952826,0.23149682141162353,0.2278974539749135,0.23874402381484958,0.24842272612295838,0.475721061884743,0.28446040300445063,0.26048955069122015,0.2938934728664993
archaea,0.3172425514213481,0.2563270128603322,0.28249688132972106,0.23605970841975474,0.30303532920206816,0.23483452991210294,0.28129900380692024,0.3921768198181325,0.3727895476519819,0.2415665907722025,0.23678164151076925,0.2419589823240846,0.25882652297271985,0.4796606366757551,0.29303993679366513,0.26688884534332336,0.29996769389799843
archaea,0.3039979668775541,0.24142568146125096,0.2711113996891473,0.2223789194789558,0.2935229223395923,0.22234553106329777,0.27116694532483293,0.37677390947938266,0.3622633096473892,0.2272714360499799,0.22470111518397165,0.2360139132940236,0.24714257017518942,0.47302333626871307,0.2803895499129531,0.2567040285042955,0.29069339214914436
archaea,0.3223598552090917,0.2593625198349962,0.283350725086405,0.24055649026064407,0.30369031336555613,0.24036720785906446,0.28328500397612716,0.39696609447920767,0.37669259242761366,0.24823812656863511,0.24107808242643947,0.24638369590696227,0.25783486913831594,0.4821428441029543,0.2938142560771946,0.2724636580516028,0.3020144250534714
archaea,0.319786595321215,0.25682834351571626,0.28266441029204326,0.23815868270422588,0.30281895701086736,0.23893600811678348,0.2833088219187573,0.39541759656368136,0.3743099319368874,0.24632163221059677,0.23787726895045705,0.24205883656447605,0.2565481645475797,0.48152423471661937,0.2918130177261592,0.27137829203919855,0.3008480253241034
archaea,0.297108494245327,0.2366255057434499,0.2668571797332256,0.21690330771439864,0.2890671032474201,0.21645369683218033,0.2657001425340763,0.3699187162954608,0.3570548756193779,0.22168678417310594,0.2205324746024669,0.2305190569182337,0.24613783157410368,0.4689707805143572,0.2752254451384096,0.25128505131787904,0.28549813976195687
archaea,0.3090053397385099,0.2488684602031797,0.2778043038269342,0.22768660391111126,0.29688039577292147,0.22700866655205648,0.2766672902315551,0.3834543779056747,0.3659758668864381,0.23646656123682494,0.22887901853758774,0.2409289554724733,0.25377951385754527,0.4766522324839406,0.2858590464220372,0.26172055509311026,0.2943578389212814
archaea,0.3043533267113338,0.24311194185270224,0.2717950181888723,0.22352852684181726,0.2933975074724572,0.22364546032046342,0.2719776530223632,0.37777058339988856,0.3626261656351962,0.2292728927735646,0.2254109343129501,0.23528556886371288,0.24702545274299353,0.4738232055884313,0.28061598869026494,0.25830339700790295,0.29067971948846677
archaea,0.3113258747517019,0.24903252299671524,0.2760658456703578,0.22997807204205628,0.2985864769748678,0.22937596517467382,0.2775473292271511,0.3854973105960395,0.3681831844512067,0.23468656706859972,0.23078176389229163,0.23979681482035886,0.2482180372374084,0.47673892709612015,0.28605880547158324,0.26304728139862615,0.296000134480204
archaea,0.3044438414473512,0.2463737385869208,0.27551332598863104,0.22374259892332507,0.2940905790600857,0.22465092140933615,0.271747559715247,0.38048029212737866,0.3627482235063095,0.23262738190030086,0.22510311147931528,0.22960794809480103,0.2541736542661797,0.47353213455534154,0.28142615732194165,0.25841292153574463,0.2910014546069225
archaea,0.3027282512050166,0.24141848043333278,0.2707773046686175,0.22144086225979295,0.2921906139290692,0.2210173705748231,0.26954202702133906,0.37614060570695657,0.3610649897217057,0.226279074448942,0.22348739125600753,0.23398982131218643,0.24657344438021872,0.47206873842989283,0.27933353045488807,0.255762341469434,0.2891161451180651
archaea,0.317209205533113,0.25605239319378137,0.2820497000856898,0.23639023165170872,0.3029536050924226,0.23506975362869853,0.28108507773289265,0.3920829966948219,0.3728872567021667,0.24156347166115805,0.236952954560928,0.24199118619170032,0.2594050679397723,0.47950887501530176,0.29294454645611456,0.2670437017994859,0.2998824825560044
archaea,0.30333344913885074,0.241183671016305,0.2701432497344292,0.22238317931257065,0.2928183926887328,0.22236234889913836,0.2706549917799215,0.3754294842030708,0.36161194179733036,0.22657062078266102,0.2251266975330646,0.2357535756644088,0.24848981575004064,0.47254280767856516,0.2798447935572234,0.2561753292152215,0.28983847159032844
archaea,0.3150364198481686,0.25226521101026367,0.27747873629215725,0.2327179396390004,0.3002810229018589,0.23115416968241292,0.27924345633626824,0.3890571930573342,0.37112810488467496,0.23763766861549415,0.23309985400707234,0.24093664327808786,0.2508225815914222,0.47890481707800225,0.28862872838013426,0.2652932859531323,0.29803947783920665
archaea,0.2989414817431015,0.23756645062746073,0.2683611603820675,0.21803662272155663,0.28992869793913456,0.21833030140342113,0.26701585692148694,0.3727197611361412,0.3583964660451793,0.22317701443635402,0.22016118335292476,0.2315401166950563,0.245275309885716,0.47046425187573554,0.2766721317243995,0.252818001848041,0.2868207178687839
archaea,0.31333888402002963,0.2516268883048753,0.2789231293521473,0.2327294945013935,0.2999964629811679,0.23346279373925152,0.27794792273129715,0.3888121287182911,0.3692299573143584,0.23975654081803946,0.23255498273367275,0.2369634188038027,0.2542195792519598,0.47841997438749223,0.28762194995286783,0.26634762382513427,0.29700852421538537
archaea,0.3025345381180263,0.23836581085126363,0.2681179032317591,0.2213946308235355,0.29404994033486287,0.2203574624069389,0.26971614977384656,0.3742154854609798,0.3608364498628317,0.2221439672600375,0.22312431600596408,0.2331681777734037,0.26134893443396034,0.4709083760830965,0.2815784401769861,0.25303964143507984,0.29029498361771666
archaea,0.3125347859695145,0.25154224025529537,0.2787564512840992,0.23206275650053762,0.2993886038922025,0.2324486241727621,0.27778677837234844,0.38751943680058154,0.36880331482266404,0.23971785029135023,0.23246771706528915,0.23712268992765714,0.25470653046608266,0.47785026743722386,0.28684144293546654,0.2657597255741964,0.2962302919361116
archaea,0.3166856142462976,0.2567133152748873,0.2824261555527344,0.23218202440626004,0.30103543649089876,0.22991138913869433,0.27882064748895835,0.3923924873441104,0.3722876076172598,0.24389909332146553,0.23226533578682726,0.23955779154429194,0.2553705808990329,0.4790635188484436,0.2909713475509124,0.2635449043373078,0.2995564792401569
archaea,0.30523083675456575,0.2424406227650786,0.27187408127138485,0.22406777253599716,0.29427933103003945,0.2239737848193469,0.2719911051432122,0.378463541720965,0.3632955277594177,0.227996123877457,0.2262071182860907,0.23630090929372835,0.24712652965056517,0.47365451216944016,0.281342068335686,0.2578747422347233,0.2913003046269519
archaea,0.31680163111586,0.25453454166501777,0.2811473544659464,0.2352608159059772,0.30285008310578176,0.23577871964968738,0.2796056102998404,0.39295225045180526,0.3723299794214255,0.24105829606764548,0.2353600363380753,0.238782368382867,0.2603012419697389,0.48073149577215823,0.2911835318638121,0.2675132243724194,0.2994104271373356
archaea,0.3039903324788579,0.24148461781452196,0.2708927501858127,0.2229627989483579,0.2934528045756394,0.22297498718965056,0.2703589222537609,0.37634994462568544,0.3623970201830045,0.2269292268412993,0.22552881886184717,0.23567162993875382,0.24794641580010435,0.4726767024313846,0.28026843203137936,0.2567774979627613,0.29036106157358244
archaea,0.3028559617659915,0.24028286665625032,0.27006272443215207,0.22195038583788315,0.2934098035317976,0.22187439814291599,0.26989720806334666,0.37535131326467813,0.36166090086169406,0.2257092458207117,0.22443615738649622,0.23630502021781083,0.24791597985553993,0.47246497501848084,0.28017367493512274,0.2556172628937115,0.28986551726864723
archaea,0.31950981301622694,0.25681082661075066,0.28229508885361076,0.23786282091191316,0.3030268687437974,0.23877138580125343,0.28168948756679557,0.3950318815821946,0.3738266475067955,0.2452177626708067,0.23793381802066077,0.24283342639056382,0.2593890078115565,0.4808216049134218,0.2922135602179465,0.2706215114477896,0.3008512548723774
archaea,0.3003068580426877,0.23754848176204005,0.26724599852364483,0.22118494041972445,0.2922502094140814,0.2216833529054274,0.2697194020874712,0.373703526182695,0.35796807862438973,0.22404508874522247,0.22345474045249364,0.23258047887715616,0.26640268999594174,0.4677361009528482,0.28018530178801754,0.2527427309857101,0.28851608221014663
archaea,0.2999124226662487,0.23896810054628403,0.2695436052810282,0.21750200993838642,0.292337316175358,0.21761362207761703,0.26813946281867074,0.3745307924810592,0.36021943357377256,0.22272301958415594,0.2194268869499748,0.23100503917678517,0.24656711377306395,0.4716847409659774,0.27912506188515807,0.2529526331907806,0.2886553762314995
archaea,0.30006214496624223,0.23834874960790964,0.269193192039115,0.21905299007810586,0.2903410961279932,0.21971905770282074,0.2680685015616909,0.37320425713185623,0.35898351560558456,0.22435542825265917,0.2217025297988442,0.2323325087671562,0.2452455067451954,0.4709642149862136,0.2770638535649896,0.2538133212373519,0.2872906252937769
archaea,0.30222786573588045,0.24127015097365628,0.27089973687652646,0.22148664051233935,0.29218387511996524,0.22189595783401866,0.26930278959349613,0.37591673007334464,0.36060685239515683,0.22670033719200122,0.22347835628873744,0.23391207655653426,0.24612375222959007,0.47215299873455907,0.27909139292017965,0.2553102380787419,0.288772186770752
archaea,0.30539485047598225,0.2433392839293048,0.27209629115428097,0.22377867576570976,0.29359577208347887,0.22431421152002626,0.27201087590110207,0.379285277480684,0.3631891192971756,0.22849849911549042,0.22580154657547308,0.23496489548520366,0.2467002587158763,0.47374300489475574,0.28077009468857944,0.2578866558058479,0.2908613297215763
archaea,0.32122389184276057,0.2568592055677905,0.28272406443164383,0.23563368125274495,0.3049097208139115,0.23377622177619514,0.2825420476160607,0.3944970121150854,0.3764257823548358,0.24298937029493267,0.23798812165700983,0.24381210169391082,0.26177750772417024,0.48154222501511357,0.29573114769490905,0.2688015097005727,0.3024219011252333
archaea,0.3129665220094147,0.250401964056029,0.2764670709669646,0.23215687405863425,0.30006406283613124,0.23162436005159256,0.2782141529771193,0.38700665271562623,0.3696290451079688,0.2361881260564972,0.2327742157850338,0.24122824182024788,0.2505836454054423,0.4773255272020384,0.28818907573289804,0.2640100394362376,0.2971192121385911
archaea,0.3149220831573791,0.2515341447158975,0.27739828833696845,0.23393857549534386,0.30035105085696673,0.23302193673915214,0.27998677126549343,0.38791699902474663,0.37089849948210163,0.23774159972836192,0.23470953929679134,0.24202605485535422,0.25043654319343267,0.4782041210888328,0.28896334046231953,0.2663768655568051,0.29815887498240456
archaea,0.3094809146945016,0.24811120028960462,0.2750725360557043,0.22753389516305897,0.297943652382493,0.2230297800234457,0.2747241377611433,0.3838687601220262,0.36668814927306753,0.23170809243605014,0.22799604198588194,0.23772283120888577,0.2512219161061599,0.47584802139095145,0.28551298892187266,0.25812067156176044,0.2946884157918976
archaea,0.3131057447953831,0.2505136390380691,0.2775153040147219,0.2326902376585916,0.29900977704335197,0.2322364488260559,0.2789584506954094,0.38747837408144614,0.36928230743230556,0.2381647700955171,0.23308278602979157,0.24083424093338843,0.2484590828857926,0.47836156282470177,0.2870584995180331,0.26564915311525894,0.2965185713749202
archaea,0.32164902955185,0.258948256434992,0.28379188529984395,0.2400547910264123,0.3033590257829297,0.24007505836747062,0.2837518527269993,0.3962302009635157,0.37552652597332853,0.2491104957594765,0.2402093360388641,0.24577656356489086,0.2563832425602881,0.4820619899508478,0.2931092225283792,0.2728444412331595,0.3016102858325701
archaea,0.30068172843525454,0.23883448880380692,0.2686174869813798,0.21866039667050308,0.290698432733235,0.2187337107012747,0.2677162867675566,0.3736589190835179,0.3594838870023308,0.22416392498111587,0.22156647485884687,0.23163310316354652,0.24606154966383434,0.47111281024009927,0.2776826368245299,0.2529697242943551,0.2878479698346978
archaea,0.3022489875970416,0.24151487436642258,0.2719014305105983,0.22330943534661932,0.29099021123650914,0.2236865690916088,0.26945832824877874,0.3768246212373772,0.35967950322748654,0.2274808747362846,0.22445621233083662,0.2282828714880405,0.2561439241355104,0.47030158851968384,0.2786187036964817,0.25602503991113246,0.28814328002204076
archaea,0.3170973067468702,0.25599496215538053,0.28207942385730644,0.23614650370885287,0.3027316691264251,0.2349306283094879,0.2809529598552835,0.3919688684543883,0.3725612528477681,0.24146058591689015,0.23686248595330864,0.24187343631089725,0.2592588630323837,0.4789665124353554,0.29266643487394445,0.2668890580057235,0.29976804518499245
archaea,0.2996188932186616,0.23896916060937715,0.2697653699256805,0.21941259074216757,0.2903307846837176,0.21990995352907208,0.2681124149113942,0.37345924494310384,0.35853724594071906,0.2244961201913567,0.22154430370070252,0.23247577163566027,0.24579371210324397,0.4703984205802107,0.2773754401873815,0.2536000033020999,0.2871658489206737
archaea,0.30767563614255244,0.24550046501604067,0.27361937518809154,0.22618623080020414,0.2963671116466682,0.22517086068649297,0.27456442415226145,0.38125450633316743,0.36547947384901175,0.23043305240263023,0.22805010351233754,0.23715899246456879,0.247559807272514,0.47515771278263447,0.283429052432664,0.25894544549104903,0.2931670950875109
archaea,0.32098646322161906,0.25853914695828933,0.2831119267133127,0.2386569136799835,0.30319425772725406,0.23973958984724902,0.2833088908614978,0.39612828575425085,0.3753509049834934,0.24702008266485148,0.2398407913178859,0.24319831051498111,0.2568883203264664,0.4814621683616155,0.2929164014049219,0.27120694622444763,0.3017347200054482
archaea,0.3100961112290623,0.24753170952762502,0.27461036835503083,0.22875098602677962,0.2975117539185854,0.22802129336054133,0.2766483052001766,0.3833894093874817,0.3670331609036107,0.23276888291397727,0.22972057910630153,0.23949217190968045,0.24867694095863893,0.4757687449759646,0.28495117902408207,0.2616152238595575,0.29464229732949415
archaea,0.3071102394087727,0.24839417731725505,0.2757921956095363,0.22218145821882354,0.2978319088143921,0.22113508330976434,0.2718796359813195,0.3838880188456346,0.36681487167911125,0.23788705091641466,0.22296880510488337,0.23544351272229655,0.2511789500866481,0.4771820787290088,0.28654218265404086,0.25694743933534353,0.29392330171021325
archaea,0.32084574234538427,0.25791449806803834,0.2824206421572396,0.23883036763268864,0.3030441183665663,0.2378902211565798,0.2830392130075887,0.3951647901974153,0.37493590309755626,0.24424239844096,0.23908229255359675,0.24510496642180116,0.25853052728161147,0.48107052470185013,0.2928801128995056,0.2709982087814821,0.30128530571760254
archaea,0.319254702251683,0.257052557767638,0.28258609339175045,0.23798641496172632,0.30265727351378074,0.23866525824138216,0.28307794753051385,0.3952585261023208,0.37418345907142986,0.24660456692873664,0.23837574777998669,0.243083395760974,0.254568568250437,0.4810787496311094,0.29216388075437816,0.2708940899311152,0.3007937769100966
