Domain,blzpack_comp,bsc_comp,bzip2_comp,Cmix_comp,GeCo3_comp,gzip_comp,JARVIS_comp,lizard_comp,lz4_comp,lzop_comp,mbgc_comp,MFCompress_comp,naf_comp,NUHT_comp,snzip_comp,UHT_comp,zip_comp,xz_comp,zstd_comp,blzpack_time,bsc_time,bzip2_time,Cmix_time,GeCo3_time,gzip_time,JARVIS_time,lizard_time,lz4_time,lzop_time,mbgc_time,MFCompress_time,naf_time,NUHT_time,snzip_time,UHT_time,zip_time,xz_time,zstd_time
archaea,0.30767563614255244,0.24550046501604067,0.27361937518809154,0.21678250297750287,0.22618623080020414,0.2963671116466682,0.22517086068649297,0.27456442415226145,0.38125450633316743,0.36547947384901175,0.23043406705687564,0.22805010351233754,0.23715899246456879,0.247559807272514,0.47515771278263447,0.2542494227124671,0.28343148760285297,0.25894544549104903,0.2931670950875109,2.568298101425171,0.36214447021484375,0.6412150859832764,6241.670921325684,13.645810842514038,0.8888094425201416,7.156309127807617,3.507589817047119,2.0650861263275146,10.424865245819092,0.7582650184631348,8.042340755462646,8.046051025390625,5.90315318107605,0.0621337890625,36.16509008407593,6.8251793384552,4.809040069580078,0.5095183849334717
archaea,0.31092145238614766,0.25031996273866225,0.27797752459668573,0.22357090506706984,0.231058136320533,0.29907980846567,0.23084468715700876,0.27780250224391323,0.3857699918418857,0.3678687746880831,0.23854395220047428,0.23194932194836346,0.23698487150538222,0.2520857310148245,0.47735849817003767,0.25241735231481455,0.2862260287025144,0.2646637354260787,0.2961873337935346,1.0474913120269775,0.21304941177368164,0.36455297470092773,4239.610766649246,5.632795095443726,0.3883490562438965,2.241713047027588,0.9096698760986328,0.7927098274230957,3.833875894546509,0.32512879371643066,5.432977676391602,4.439755439758301,2.2144930362701416,0.026324987411499023,13.595350980758667,2.2764198780059814,1.476412296295166,0.27111005783081055
archaea,0.30584896691561103,0.24368079059141762,0.27302563472033003,0.2151628091815574,0.2246713312973404,0.2951162185631339,0.22495408337604647,0.27346651107185865,0.37985932794899185,0.36370915773515144,0.22902165190309062,0.2265444576086504,0.23633936501070904,0.2468707769018556,0.47404241678403974,0.2511276049414159,0.28237800975504795,0.25816384221105637,0.29182018480359817,2.3755481243133545,0.34465932846069336,0.9035754203796387,6195.895862817764,13.166799545288086,0.8708267211914062,6.655615329742432,3.191455364227295,1.9144117832183838,10.232674837112427,0.9662997722625732,8.362354040145874,7.190630197525024,5.157797336578369,0.05730032920837402,33.43096613883972,6.282998323440552,4.408314943313599,0.47149109840393066
archaea,0.3165159919485204,0.254967800809674,0.2814048376156513,0.23030479290559694,0.23398490756098198,0.30286413464637774,0.23309450824278408,0.27900358353226556,0.3925249192803088,0.3724904111918257,0.2404049226320338,0.2327227818083056,0.23648560623714432,0.25688495081588203,0.4803012760408544,0.2593770317539247,0.2907832455340405,0.26661504520853174,0.2995861108919442,1.7700998783111572,0.2927124500274658,0.7584915161132812,4260.09249663353,9.8167724609375,0.6745574474334717,3.862405300140381,2.4126996994018555,1.8356506824493408,6.815992116928101,0.7842483520507812,7.198105335235596,5.705456256866455,3.950821876525879,0.04293107986450195,25.763156414031982,4.418152093887329,3.042647361755371,0.35143613815307617
archaea,0.3102981701164792,0.24833443692064291,0.2756506371484704,0.22032648269439337,0.22866827813340537,0.29785982439735526,0.22759328200760043,0.276077446216389,0.38465154283185404,0.36754663933521076,0.23378408961604819,0.22940307230958232,0.2387619891779863,0.24761077196387177,0.4768824001407441,0.2528546661588905,0.2852444988237033,0.26115004574603834,0.295113172633666,2.4052703380584717,0.40588927268981934,0.882544755935669,9008.585307121277,13.762222051620483,0.9733021259307861,6.4224371910095215,3.1311116218566895,2.2625985145568848,9.920572757720947,0.7215909957885742,8.552778244018555,6.461746692657471,5.5370142459869385,0.05735516548156738,36.541412591934204,6.390156030654907,4.854971647262573,0.5165290832519531
archaea,0.31490446083751095,0.2547005092200015,0.2808908494176263,0.22569957337996424,0.23480338725388578,0.30136553560366075,0.23475969800924162,0.2801008774049551,0.39123737384832363,0.3707811408461224,0.2417116646089902,0.23637567422028796,0.2396255761127929,0.2563199957821294,0.47895546192273386,0.2605374270110675,0.2906095262364732,0.26694727222400405,0.29811865397204784,1.338425874710083,0.2441878318786621,0.30377721786499023,2987.402150630951,6.819826126098633,0.5114109516143799,2.642503261566162,1.529099941253662,1.0196146965026855,4.62132453918457,0.6557722091674805,6.080504894256592,6.158039569854736,3.055490016937256,0.033048152923583984,18.746119260787964,2.9313690662384033,1.7975614070892334,0.28357744216918945
archaea,0.3045874009776796,0.24597146881634602,0.2753247762702186,0.2153431220873773,0.22536597050405086,0.29476725675225224,0.22466808971684535,0.2716949751295094,0.3799243347149996,0.36289441389299537,0.2314109089350906,0.22653964886649622,0.23131922967498209,0.2552001821627038,0.4743235789590119,0.25526495555299783,0.28219623646672115,0.2577821491511946,0.29105972754319015,1.1049022674560547,0.23889923095703125,0.4560093879699707,3454.4222474098206,8.00792384147644,0.3513777256011963,4.5828537940979,1.7061164379119873,0.9142918586730957,4.732036828994751,0.48448920249938965,5.205107688903809,4.526882886886597,2.591356039047241,0.028731584548950195,15.628876209259033,3.0194714069366455,1.8583002090454102,0.2374403476715088
archaea,0.29922323901554865,0.23793917174690932,0.26800384075580547,0.20703050171436777,0.21838598744719395,0.2897083414888321,0.21943976518747718,0.2674172406797172,0.37239482087843434,0.35842128610502616,0.22390724509187931,0.2215897353913804,0.2310691881234488,0.24775764747450643,0.4696748019070312,0.24827721605383493,0.2765204158574475,0.25277249718542194,0.2864631232923726,2.063039541244507,0.3361244201660156,0.6364824771881104,6186.021709442139,9.541561841964722,0.4764115810394287,5.0558083057403564,2.242170572280884,1.4946730136871338,8.683188676834106,0.6235601902008057,8.635962009429932,7.080111742019653,3.9996933937072754,0.04281473159790039,28.3905668258667,5.505216836929321,3.2572543621063232,0.2732064723968506
archaea,0.3207321127055081,0.25873067535146227,0.2834480935607025,0.2329788346316876,0.23844630691909724,0.30253662769230344,0.2377502822434574,0.28388367644458773,0.39510910587060827,0.37453910363711707,0.24742914049493192,0.23950676868090465,0.24547110164607952,0.2577049367102238,0.4815719609670496,0.2686181289318389,0.29305557919497754,0.27106038033263385,0.3013062970904522,1.5186612606048584,0.3043403625488281,0.55904221534729,3786.182698249817,8.752872467041016,0.6071639060974121,2.822772741317749,1.8024744987487793,1.6190671920776367,5.09926962852478,0.5795259475708008,7.399190425872803,5.870767593383789,3.6145174503326416,0.03851509094238281,23.87252426147461,3.277539014816284,2.5777220726013184,0.31005430221557617
archaea,0.3233178120371207,0.25912208013521754,0.2833325226124314,0.2328210468135194,0.24199951613086548,0.30366112650292953,0.24205742887962645,0.28652801022898144,0.39725823099986474,0.37747860097724834,0.2500316715693009,0.24363316983876146,0.2471547705401486,0.25749547109922527,0.48192154751831207,0.2652954970779302,0.29500102364650144,0.27440996000027795,0.3027951696714121,1.106752634048462,0.22925639152526855,0.44336867332458496,2601.8501601219177,6.267014265060425,0.413083553314209,2.2422268390655518,1.2187530994415283,0.8933577537536621,3.3996124267578125,0.43788695335388184,6.354351282119751,4.466668128967285,2.3934741020202637,0.02677011489868164,16.365609884262085,1.9145004749298096,1.6043198108673096,0.2096388339996338
