Domain,blzpack_comp,bsc_comp,bzip2_comp,gzip_comp,lizard_comp,lz4_comp,lzop_comp,snzip_comp,zip_comp,xz_comp,zstd_comp
archaea,0.7018635049814758,0.5167821851761195,0.5380186455587953,0.5781163177758093,0.5516536099880854,0.7716245263843283,0.7349523439624374,1.000124794144396,0.5781581347610367,0.5248876743231888,0.5400836602429063
archaea,0.7161182216637773,0.5234866252623085,0.54103572922213,0.5819973027596969,0.567401068947284,0.7769470703438061,0.7405347868461634,1.0001298875965636,0.5820889610281939,0.544809378437185,0.5535657369416906
archaea,0.6493303767868144,0.48859016104901876,0.522169855797639,0.5502805157088797,0.5425422109352409,0.7236810261374637,0.6865841201392993,1.0001247784161627,0.5502563143536038,0.5136162482241863,0.5314796771476346
archaea,0.7071211854533873,0.5185939503658444,0.5382012018807674,0.5783732703058342,0.5644150260239873,0.7699559142758962,0.73385171775079,1.000128234140454,0.5784583406669852,0.541144720189753,0.5510422166905534
archaea,0.7189404664086141,0.5255336771834649,0.5413725626074531,0.5824682631608473,0.5683486283943651,0.7792482155762129,0.7421361606921881,1.0001333161738257,0.5826022393157316,0.5395397952078775,0.5507997320476903
archaea,0.7077090269155585,0.5214329269843351,0.5389622022529567,0.5780625793657745,0.5638862343366505,0.7710711009964979,0.7341131406269691,1.000132240970174,0.5781761709683599,0.5353363130878436,0.5482088977828162
archaea,0.6931238205564171,0.5124440873675753,0.5364492442218942,0.5721275760916276,0.5601158423796266,0.759957399899105,0.7231613759085219,1.0001263055623026,0.5721996973150726,0.537417462304516,0.5474344649763644
archaea,0.7285339452400672,0.5289961145906837,0.5439634326777106,0.5887668947017305,0.5622287086048071,0.7892130426484518,0.7538127439324405,1.0001269455499895,0.5888544433568956,0.5384837623509265,0.5499535116641073
archaea,0.6486489927483928,0.4892229037796192,0.5228337273395146,0.5502393208048835,0.5420616580382648,0.7237440012401506,0.6856552602378532,1.0001245187316046,0.5501892334948673,0.5112246641107215,0.5312327256492777
archaea,0.7089317979526969,0.521448407195385,0.5389929895940556,0.5789619353872898,0.5647223746952312,0.772079413358647,0.7353742925478027,1.000131133234848,0.5790785627333273,0.5376160906281514,0.5488871662340044
archaea,0.6415244643737127,0.4853618407141417,0.5196874851150001,0.5463900063613203,0.5395047340420559,0.717770942610563,0.6798672224623608,0.9992101768660726,0.5463270163805112,0.5064029426782272,0.5284890551013204
archaea,0.6932746196179365,0.5137592653430971,0.5358293952182762,0.5729724134311269,0.5600835508935358,0.7613667510988167,0.7240468335999782,1.000129272555145,0.5730696108410103,0.5363391956331147,0.5460015901496257
archaea,0.6446365671640525,0.4848867539573624,0.5206153123508263,0.5478588811543156,0.5409028561091637,0.7196999021021481,0.6824255792204724,0.9987084407157998,0.5477906632023712,0.49969615859961103,0.529877850835848
archaea,0.6569299725096859,0.4867064060430834,0.5194695141919344,0.5647188036893492,0.5171115412146193,0.7390676264462155,0.7116849901244072,1.0001264786897082,0.5647820430342032,0.4910873543871355,0.5054232011141063
archaea,0.6162034500634991,0.4685739395256217,0.5060209217283376,0.5323371593254027,0.5265092507389875,0.6951641981683533,0.657968293094201,0.9346066353757048,0.5321895346802045,0.48988643145139865,0.5161166293593282
archaea,0.6487448023576977,0.48809200833688027,0.5224864270354941,0.5514306318579448,0.5378793525531179,0.7257490453348373,0.6876711464599707,1.0001250419388035,0.5514141097999649,0.5078677852350253,0.5256201732825931
archaea,0.6380277696399247,0.4814549227142861,0.5170629278532284,0.5441684293704527,0.5366703309403565,0.7137486863713208,0.6768861826420937,1.0001239044135235,0.5441381923931828,0.503046543443145,0.5246967567146248
archaea,0.7041406702377744,0.5196993589791457,0.5394146705052342,0.5771040900293867,0.5619882032612437,0.7691564632592479,0.7321899995859126,1.0001255838801888,0.5771719732078672,0.5388023642353401,0.5500886214895063
archaea,0.6324390915956337,0.481649664521785,0.5160224511784876,0.541048816632859,0.5351937027729253,0.7099083651217275,0.6715484199311414,0.9966037930955005,0.5410062498429701,0.5063363262285554,0.5235420303445149
archaea,0.6301151844494183,0.47822932917509886,0.5140510068949188,0.5410771369505383,0.5305095017821182,0.7078968231461624,0.6713640813837688,0.9939758931704912,0.5410278503798409,0.5018462650314753,0.5201771542627559
archaea,0.7150003118441448,0.5236598434491686,0.5415049344899117,0.5840724208587731,0.5666299383562721,0.7801797946290804,0.7441696553843314,1.0001308224217462,0.5841753547797595,0.5424729189981031,0.5515539219091555
archaea,0.6635306949745888,0.4966324143257839,0.528092803403263,0.5575756308079927,0.5463855464712538,0.7351310455585723,0.6979672046845203,1.0001241396526879,0.5575831131980177,0.5173725791492318,0.5360374010666487
archaea,0.7006539656901442,0.5168062998007666,0.5375257226908997,0.575400073484741,0.5619496981183784,0.7659159339413407,0.7293366607612097,1.0001321755242458,0.5755219417433345,0.5351095783600777,0.5461413841566414
archaea,0.6975371263766517,0.5149009799770106,0.5371766097449846,0.5752289628318279,0.5596366891525167,0.7654043901368891,0.7276644240991695,1.0001263676253993,0.5753098067164001,0.5365428093877802,0.5463147158239345
archaea,0.7130297586871667,0.5230403841009279,0.5411881591633779,0.5821108084599775,0.5650080079582693,0.7771584220582988,0.740772779265938,1.0001249753437198,0.5821609993610698,0.5427222440552641,0.5543637726091187
archaea,0.6465458211570622,0.4876474599416606,0.5208794120183464,0.5483753957380754,0.541544118627628,0.7216717327660014,0.6835898388775931,1.0001241112840806,0.5483659718153587,0.5138477431927717,0.5303454756724991
archaea,0.6639462336883216,0.49786049557592776,0.5279168229870681,0.5575851094078896,0.5481039215136115,0.7360376835095451,0.6986268006013117,1.0001240921243733,0.5575971136576834,0.5223034622281219,0.5374283830796194
archaea,0.7113108918298839,0.5204785185981124,0.5409714635927498,0.5813066733525553,0.5601983679268373,0.7765037777260417,0.7405352889557478,1.0001283451828769,0.5814076581282298,0.5362460725379116,0.5452212810242144
archaea,0.7216085454398229,0.5265432265378283,0.5418250155199871,0.5839617803449486,0.5694613889713622,0.7811661583308591,0.7443824394720505,1.0001309077168075,0.5840974115360739,0.5403384706739723,0.551612054306459
archaea,0.6189859212713391,0.47103332498725464,0.5079601982545634,0.533435283701315,0.5281795166112105,0.6969936016748468,0.6598155918827848,0.9592725185750529,0.5332486281761606,0.49544635934997117,0.5169686841049433
archaea,0.6401280704715819,0.4846722590043201,0.5184916005526693,0.5454455583272377,0.5389898703352902,0.7165172849810254,0.6786484610912091,1.0001254290376427,0.5454172293389851,0.5097764315321567,0.5269742764971772
archaea,0.602400645030781,0.4344615155067064,0.498513818091564,0.5245780256262006,0.43306356623401593,0.6828144345722725,0.6457970419829532,0.8851690264712254,0.5242126133932837,0.4031872784320702,0.4247651075075213
archaea,0.6999374613929611,0.5157501371628959,0.5370811735772467,0.5760891501271874,0.5603862046738977,0.7655001745709583,0.7295228265915692,1.000126611903821,0.5761670356316592,0.5367838274394853,0.5475454555918339
archaea,0.7197305276878111,0.5265028833241172,0.5421814519314322,0.5875212299549728,0.5660952681886405,0.7861551070384707,0.750408306343313,1.0001273797298365,0.5876209613713563,0.5435915159175291,0.5509217750217237
archaea,0.6278550640444984,0.47621930661630973,0.5134927539170805,0.5390037626206665,0.5316098212992253,0.7054033310229394,0.6682241279527367,0.9784148616440717,0.5388622503859126,0.4967662995469712,0.5205476494307196
archaea,0.6204605791330104,0.4728265122466547,0.5099155370645706,0.534370263134251,0.5293562499818858,0.6984806525752609,0.6606119921862547,0.9481181872458576,0.5341758976677593,0.4964706274472297,0.5179066205261526
archaea,0.7330422219090775,0.5308858808129615,0.545013896269484,0.5887867207011123,0.5721141684224466,0.7895436726558428,0.7538522462381602,1.0001264840655544,0.5888724582220585,0.5469340771841421,0.5581134859178244
archaea,0.6563022036834111,0.49373356543227853,0.525082217267274,0.5541048533767833,0.5445364802974749,0.7296093960867877,0.6919437956363187,1.0001245079727108,0.5541093770228507,0.5124213935716404,0.5323252208562487
archaea,0.6999548002846833,0.5178848531009252,0.5375894317571701,0.5756520870531534,0.5624577657356191,0.7665132540049195,0.7296697424115671,1.0001288566469801,0.5757514764824133,0.536724893555919,0.5474284858095368
archaea,0.7124225365910295,0.5228127018221136,0.539792971329468,0.5809297604620955,0.5641354394188974,0.7754300398383246,0.7385253923966126,1.0001256285965154,0.5809755672788756,0.5387897566887023,0.5521007187588439
archaea,0.6866020061938198,0.5118769712501675,0.5330284643806978,0.5736289001059075,0.5493398564709742,0.7619109593647295,0.727515955061181,1.000128695209587,0.5737198576224576,0.5238862663342524,0.5344121797920459
archaea,0.6152657473226472,0.4690139520543583,0.5065195097228695,0.5314654805545586,0.5260017046492762,0.69420993612922,0.655748489236723,0.9130136342182154,0.5312302282408722,0.4900908332842294,0.5153329155037971
archaea,0.6616127983983555,0.4959204121430572,0.5267353735730512,0.5565662164808647,0.5469742121594745,0.733893859696857,0.6967102587207935,1.0001245135899666,0.5565662164808647,0.5203216939259196,0.536715522110078
archaea,0.6577264361715788,0.49440528672070944,0.5259039042637882,0.5544996190753375,0.5466313419676256,0.7310291813971803,0.6932893914621515,1.000124977529725,0.5544855805035054,0.520489295588978,0.5357076210612818
archaea,0.6819685540112586,0.5038869605993709,0.5348820079524991,0.5707487639795042,0.5506748061658634,0.7463276969228496,0.7203114193519377,0.9931026951563413,0.5708356975994758,0.5280682107733452,0.5374853058628805
archaea,0.7069137480064863,0.5197861982753282,0.5398844975341512,0.5780235724099384,0.5595719614500898,0.7707441167988424,0.7341794923715156,1.0001255097788853,0.5780768443383096,0.5341372653036862,0.5485184546789766
archaea,0.6289422370127109,0.4777204710664052,0.5133119222264353,0.5393734046595828,0.5329317406910133,0.7058376623492977,0.6691243816602167,0.9754639245453517,0.5392027663800688,0.49912992395845523,0.5224445160261459
archaea,0.6964151211151987,0.5133185392881704,0.5359922588573237,0.573521752080705,0.5609345979486907,0.7615996282255411,0.7249348536995769,1.0001286551713922,0.573600894504319,0.5383790072187247,0.5478944216677141
archaea,0.6656359199593711,0.49951758617665115,0.5289318350891897,0.5595297845867971,0.5477324384583981,0.739048502351429,0.7015379850803644,1.0001237166763584,0.5595357403130113,0.521545651724291,0.5376058088904915
archaea,0.7085000483480695,0.5213764266256538,0.5390002992430809,0.579023918276314,0.5646985855471885,0.7721598656095319,0.7354702607877703,1.0001293096296195,0.5791377794103595,0.5318196096336818,0.5488409909237227
archaea,0.7085956908674815,0.5213872978834413,0.5386962726130408,0.5789024807399721,0.5646375636482162,0.7718741973788625,0.7353028912212971,1.000130146997002,0.5790159274585978,0.5381589843466563,0.5487198948688683
archaea,0.7169552559609261,0.5233369184023,0.5404625596286204,0.5834242045530283,0.5658549698099213,0.7783099916674111,0.7431903278913848,1.000126661989207,0.5834803451290307,0.5444452218700454,0.5542228083949796
archaea,0.7154283091347853,0.5229176949945453,0.5405470711799762,0.5825693203402094,0.5650980390395556,0.7773139229943171,0.7414834240657243,1.0001266555611,0.5826604943788735,0.5415468416729133,0.5506709825372522
archaea,0.6260035476792748,0.47660801368003697,0.513165971681756,0.538087741549437,0.5312000079954967,0.7043595768318875,0.6666482361869734,0.9726220328808355,0.5379175148448648,0.49673248550977417,0.5202344099097734
archaea,0.634192590760635,0.4802030299190757,0.5159651954515655,0.5419091006860793,0.5357890885351695,0.7103518872734603,0.6730511193075085,0.9976817190199331,0.5417851532775163,0.5029396871039108,0.5249033420662556
archaea,0.6299913181587204,0.47835654187754123,0.514043542890043,0.5395073909585801,0.5323408841805914,0.7064058012625509,0.6691270533921845,0.9719232443197743,0.5393516798945115,0.49670766045265585,0.5217841297764368
archaea,0.6921144080292527,0.5121072705593217,0.5362849942896595,0.5714536197507426,0.5588952450525267,0.7587301865037661,0.7224012665181577,1.0001261268945918,0.5715272545273541,0.5362653097454169,0.5463813428431554
archaea,0.6453877700138096,0.4851046137760143,0.520644707993346,0.5636257165840295,0.5128665216413015,0.7387207735278126,0.7109964460381484,1.0001303420622873,0.5637122941582495,0.48633382504955613,0.49731918725540053
archaea,0.7074072553407729,0.5209584172538053,0.5387877093746642,0.5781994439735586,0.5637779651322039,0.771106197900643,0.7340482673246445,1.0001316105475166,0.5783108067445344,0.5369192895505163,0.5480893129423225
archaea,0.7045947404391323,0.5171742477341471,0.5374562100867499,0.5762695462783698,0.5640093785847584,0.7674801807171835,0.730662717034335,1.0001303701234685,0.5763972283580555,0.5401570220775757,0.5465525502479385
archaea,0.648908198005867,0.48964796243451125,0.5220993547916658,0.549712118678055,0.5426218583782464,0.7233542673508611,0.6856723124083823,0.9988554482169529,0.5496805787603829,0.5104489721748481,0.5312327651711345
archaea,0.7085883858426413,0.5214357653732652,0.539270422084226,0.5787162726055721,0.5645667485332706,0.7716347545875388,0.7350389065074299,1.0001283068828126,0.5788292507899957,0.538484684359391,0.5489161474779749
archaea,0.6637215564710566,0.4975514074710253,0.5275108808939107,0.5574043756178514,0.5488316178871607,0.7361290409157396,0.6979034429698019,1.000125695012905,0.557431438067249,0.5248334876563919,0.5377700094383088
archaea,0.6266893493373974,0.47656323562958974,0.5119844424706315,0.5383304777759981,0.5318424573648302,0.7051718754297492,0.6665587541033469,0.949279639148154,0.5381661012177779,0.4958075888256298,0.5212343449933909
archaea,0.6280406471392284,0.47707757582452603,0.5136434309324324,0.5403844603289787,0.5308121555414613,0.7075506137004426,0.6692774251055635,0.9672897314929622,0.5402300273566979,0.4953974847582751,0.5191963517630753
archaea,0.712596725204736,0.522177897503586,0.539912691753476,0.5801999355574201,0.5653977693708017,0.7741246685868592,0.736581141222479,1.0001324834763665,0.5803659488024966,0.5359888910151669,0.5461778517068288
archaea,0.6633215490611143,0.49720170516787127,0.5281187560044766,0.5574427962766286,0.5481801841817662,0.7355863659077184,0.698023944685809,1.0001236042602648,0.5574370870729213,0.519929759666788,0.5378853480566085
archaea,0.6198760071486831,0.47383531889244884,0.5113292008766217,0.5374132127438569,0.5268178546003569,0.7031130985940891,0.6654001090590679,0.9540346509096475,0.5372450121913483,0.4920092768828448,0.5151674928016068
archaea,0.6235229970196178,0.47302577708159627,0.5107398568019093,0.5369890161957795,0.5292583077262415,0.7018919091323241,0.6641807842435866,0.9632045252724137,0.5368172883371581,0.4944510870217019,0.5179294834658923
archaea,0.7218529240897746,0.5249140900412319,0.5417260205569826,0.5854918218890415,0.5654289276384841,0.7834677161969663,0.7470437520654346,1.000126855053154,0.5855693893100782,0.5410101379003307,0.5513528647022179
archaea,0.6977489902305548,0.5141732443752322,0.5360412627164791,0.5735660086413533,0.5599589306706972,0.762174062029785,0.7254372840297816,1.0001263802161526,0.5736512516730535,0.5368190523689081,0.5466610177254615
archaea,0.6189735710189183,0.46985396420844605,0.5088079392521686,0.5352603479587988,0.5243800657422311,0.6989392988697558,0.6614833046576122,0.9343262022417462,0.5350437965575879,0.4865110055121194,0.5129039203818333
archaea,0.6271994520136621,0.4761428893142664,0.5119504497741746,0.5379963780355065,0.5312103554404534,0.7039808767781406,0.666479469278985,0.9454181210824607,0.5378123084237261,0.49594953020805965,0.5206943036945288
archaea,0.6442699388250137,0.4867710078821587,0.5205382012074659,0.5471054513634328,0.5396227478026484,0.7196959250157206,0.6812442262015034,1.0001241236091616,0.547056854339397,0.5092064276219294,0.529148077144216
archaea,0.7075917908088843,0.5222508673280496,0.5392359006630263,0.5804582701384922,0.5655964868018238,0.7738117678219119,0.7363912386575531,1.0001285646482017,0.5805554186132611,0.5424867496246976,0.5504978738500472
archaea,0.6500389292463571,0.49004130067753676,0.5229270700967775,0.550962554472089,0.5422899106096362,0.7247248457782753,0.687475144568111,1.0001240804146017,0.5508984156531247,0.5109982990752467,0.5312138317396127
archaea,0.6981964044658479,0.5133077228110237,0.5367456179882869,0.5772442425762617,0.5485723920512321,0.7695034257803108,0.7338607394023541,1.0001253118485267,0.5772831683498074,0.5204946279310119,0.5359541966459306
archaea,0.7081504847543921,0.5192331278249919,0.5380975671043067,0.5780468032534334,0.5638833298932374,0.7704438920348318,0.7333297436679799,1.000133116756857,0.5781986161840063,0.5398647294439309,0.5458774189109553
archaea,0.6510494157218566,0.4910648431941701,0.5228341182512668,0.5506732079592185,0.5422520431850588,0.7253329796387974,0.6876775615577381,0.9991438013865981,0.5506236179605484,0.5088588736260575,0.532483643901575
archaea,0.6190049574354026,0.47073535039350617,0.5084382157528875,0.534563863144984,0.5269596438787495,0.6981592314315809,0.6610735496358383,0.9349747129621355,0.5343763120486708,0.492957538955065,0.5167569744014786
archaea,0.7130443171813059,0.5239803328329916,0.5405161631815127,0.5811138093445987,0.5654923266933033,0.7765523703073408,0.739169064801351,1.000125592435598,0.5811568323588693,0.5396954665911085,0.5530123932355654
archaea,0.6584568766588723,0.4948387845209659,0.5254245105671649,0.5549275931519237,0.5461504379632438,0.7314742316599834,0.6938659987616549,1.0001257912619799,0.5549725984700987,0.5220192013373008,0.5343959433715693
archaea,0.6605891095935394,0.4962362429171305,0.5266904311314003,0.5566206669414873,0.547646103837091,0.7339468084100904,0.6964922089343821,1.000124565927729,0.5566558071351072,0.5216442993275621,0.535706193083489
archaea,0.7129815295655483,0.5220492494115746,0.5406116372322747,0.583282572702855,0.5667157253977745,0.7785920364318232,0.7425148179551908,1.0001310716530116,0.5833826545464337,0.5428012450790977,0.5512787360628413
archaea,0.7026644309818819,0.5198367680747557,0.5392059301840783,0.5774512218186859,0.5545728380320912,0.7706588663838159,0.7332322770372904,0.9984505436594199,0.5774808281554172,0.5240203176098143,0.542678927637585
archaea,0.7264523805646258,0.5294832542118935,0.5439241044891577,0.5874868696409814,0.5719248495606928,0.7872087910298273,0.7509532233504604,1.0001272321610333,0.5875901821557403,0.5485578997939857,0.5565470616495802
archaea,0.6909931707377048,0.5147268935437319,0.5361244973850446,0.572469533170666,0.5564601358270651,0.7597017685591645,0.7233731258718439,1.0001280710804743,0.5725709654664016,0.5296241216244946,0.5414891388039493
archaea,0.7120185209293521,0.5235757070312795,0.5402138411111846,0.5811861321409038,0.5638613054136085,0.7763554681928676,0.7390443531026467,1.0001248532086164,0.5812296752528056,0.5379964747852058,0.5520711192312597
archaea,0.6113246350303941,0.46660460862725484,0.5040335302422081,0.5300135795881634,0.523294118758878,0.6913595145079144,0.6537792037476174,0.9061521786224714,0.5297340639752718,0.48715391314588463,0.5123332175045835
archaea,0.6393813874582662,0.4852643587842603,0.5192706646655302,0.5449725556079767,0.538110430184064,0.7159092403517222,0.6776619580780542,0.9984379135357813,0.5449246779249771,0.5102380157844296,0.5257816185862398
archaea,0.7265852535089576,0.529489262847105,0.5441369795213055,0.5875941253211419,0.5698633752367438,0.7874659546710764,0.751802042147545,1.00012659712646,0.5876660067404029,0.545118643679871,0.5567319631280505
archaea,0.7089829577485147,0.5191244705916365,0.5391133403680202,0.5843739610586722,0.553204275740449,0.7807251991153641,0.7462215059048004,1.0001279252974082,0.5844462352379989,0.5296714415807808,0.5394143623249158
archaea,0.6020568021727738,0.4623943153989164,0.5009168132917005,0.524978927840557,0.5183498157805068,0.682685559543048,0.6461525126183877,0.8986884448845963,0.5246565188194808,0.4812646085360678,0.5079872949325193
archaea,0.7101565219104407,0.5141398354336448,0.5431032841035205,0.583543692826982,0.5415598999205405,0.7800990287564273,0.7446159680586292,1.000123785945534,0.5835753780889026,0.47644914925892606,0.5281977488688525
archaea,0.7255858630148161,0.5284540476603208,0.5432228329033639,0.5855534368658801,0.5706284350814222,0.7841356595866176,0.7483257706308823,1.0001280730913948,0.5856362357115908,0.5437428749146009,0.5563491011430728
archaea,0.644017944793517,0.48618984685722827,0.5207777814418421,0.548109600312332,0.5368069355049602,0.7206503258109067,0.6834996728861724,0.9991593278404653,0.5480138990515429,0.4948253290566784,0.5258758913765323
archaea,0.6421589360784228,0.4825576953524141,0.5210124316428696,0.549648871678618,0.5319009694919375,0.7237516909459577,0.6866911621516798,0.9977792161813247,0.5496376555987257,0.5037287776326009,0.5208332994683578
archaea,0.6661829163937357,0.4990578670188448,0.5292514872529754,0.5590854392298436,0.5489614490744372,0.7386974073500929,0.7009467966560038,1.0001235167217475,0.5591022567239945,0.5211280722841337,0.5382742848501936
archaea,0.7229591532135916,0.526417114979661,0.5421038317217651,0.5838800430144617,0.569648270540032,0.7818143759402043,0.744241582660956,1.0001311955823942,0.5840296649426977,0.5386359934343244,0.5507782182902857
archaea,0.6974025866574368,0.5177617235925277,0.5359674730378401,0.5731187851893935,0.5580956806764638,0.7642843254737081,0.7256444235455051,1.0001337593407458,0.573253923492415,0.5294222285960923,0.5397561718904056
archaea,0.6433924037228439,0.48687598644228275,0.5213359630674452,0.5481786781303556,0.5372603631431292,0.7206638780895548,0.6831346887416909,1.0001249720662126,0.5481541509024074,0.5043452125576292,0.5262050071362554
archaea,0.7127409197321211,0.5235508271724166,0.5400069255997173,0.5808650671235007,0.5644181047833433,0.7761616311971082,0.7388293508163873,1.000125231243279,0.5809087420766728,0.5391182740015037,0.5531207759523925
archaea,0.7116340496715444,0.5217190688531803,0.5391178947413533,0.5797032506998029,0.564848643285856,0.7742002532790205,0.7356227014000344,1.0001328536317255,0.5798482468677614,0.5376143630489766,0.5465626979858389
archaea,0.6362458877153827,0.4828417356117639,0.5169845840031921,0.5438687843863155,0.5357221974790681,0.7133197457544335,0.6761566136795241,0.9973846946023315,0.5438244122765045,0.5001160628693192,0.5244929079129711
archaea,0.6930008697344899,0.5121911058486519,0.5354185530261224,0.5722577914458845,0.5601336569388561,0.759784334420948,0.7231590471138923,1.0001264418929852,0.5723299419045935,0.5370065774786986,0.5474173171816317
archaea,0.6189652369144218,0.47244532146103224,0.5090269232443652,0.5335065253528772,0.5276053212122612,0.6971310481345283,0.6592744948393339,0.9350341571504345,0.5333046654340654,0.49404788664570476,0.5167834261634265
archaea,0.637779197345051,0.48317921484420523,0.5180446184132205,0.5443585716998312,0.537541777384915,0.7144323844123638,0.676730690353942,1.000123306276917,0.5442694761464499,0.505842711645318,0.5272405347357597
archaea,0.7101253068308424,0.520457743395596,0.5395662986646932,0.5800552588072507,0.564909729286724,0.7723776177215568,0.7365045878852712,1.000126707064968,0.5801371745212268,0.5423401342207133,0.5517443003005863
archaea,0.606909163531399,0.4627731149964117,0.5013915228635883,0.5275666224848797,0.5203126252065438,0.6863778287502615,0.6497222172594119,0.8921868286386426,0.5272811183976959,0.4845467817197429,0.5098517483764388
archaea,0.6769015593274226,0.5052910913124219,0.5322819344186484,0.5638584502106321,0.5537775573909085,0.747148293266278,0.7084746880261285,1.0001250966450614,0.5638988695237476,0.5283133901281134,0.5425504722059642
archaea,0.6185243273345788,0.4725174688470636,0.5087006659014384,0.533232041065223,0.5274370227115358,0.6967138088721863,0.6588805155940322,0.9225770201305096,0.5330393775906801,0.49172634943739774,0.5166609891841051
archaea,0.6321173710192146,0.47902259130313024,0.5150151330265865,0.5412115112398567,0.5348444542681626,0.7086941336754705,0.6712870033549369,0.9967475326178888,0.541092142333874,0.5005945644496865,0.5240741600117383
archaea,0.7109155083858718,0.5220953725566564,0.5407477909495874,0.581800832501643,0.5647233514276673,0.7767926778802853,0.7401153818066746,1.0001295002555926,0.5818986879579368,0.5412623840704949,0.5498361773082446
archaea,0.7130497298275147,0.523988028375797,0.540270560132816,0.5813676560292331,0.5649850933940855,0.7768859162316029,0.7396040292170367,1.0001252056871008,0.581412881571015,0.5399395002555355,0.553421835782716
archaea,0.692054354963546,0.5115522349665246,0.5347770524331639,0.5715319413636729,0.5594716141537726,0.7585595302835764,0.7219795213628155,1.0001271170823545,0.5716082868302942,0.5364837308938888,0.5466196258244747
archaea,0.7113584184818543,0.5224820979284105,0.540110164192422,0.57971252079435,0.5611644679886058,0.77397409986128,0.7389611373016486,1.0001288059222622,0.579790975310637,0.5335469169717025,0.5468681815804408
archaea,0.7007159004608033,0.5175824020195332,0.5387513874554554,0.578679567273223,0.5524130660685487,0.7701944473457335,0.734880497377333,1.0001283451617415,0.578769408886442,0.5237757199278434,0.5357689114382979
archaea,0.715436840911668,0.5242040318792218,0.5414334715630214,0.5835361557027846,0.568251583431876,0.7792226199925486,0.7426265125621628,1.0001306027570342,0.5836389167868077,0.5403613140459722,0.5531892383328204
archaea,0.6485825323172122,0.4894158352795966,0.5221134209041809,0.5504658015648163,0.5411306395976554,0.7245333539008225,0.6866666125841795,1.0001242282802412,0.5504200332510432,0.5072833975199628,0.5304221860569133
archaea,0.715293668381599,0.5225111179935592,0.5384544259988153,0.5784183131921496,0.564792569361546,0.7739724688711215,0.7371846143206372,1.000133806819036,0.5785633958667223,0.536000048110317,0.5459784285366345
